id,question,label
658,What number should be added to $x^2+5$  so that the resulting polynomial leaves the remainder 3 when divided by x+3,polynomials
659,"consider the polynomial $p\left(x\right)=x^3-4x^2+ax-3$, find all the factors of $p\left(x\right)$",polynomials
660,What is the other factor of $p\left(x\right)=x^3+3x^2-16x-48$ at x-3,polynomials
661,In polynomial $3x^6+7x^4+2x$ what is the leading coefficient,polynomials
662,"Given that x − 2 is a factor of the polynomial $x^3-kx^2-24x+28$, find k of this polynomial",polynomials
663,"Consider the polynomial $p\left(x\right)=x^3-4x^2+ax-3$, find all the factors of $p\left(x\right)$",polynomials
664,What is the other roots $x^4-x^3-7x^2+13x-6=0$,polynomials
665,"In the equation, $x^3+6x^2+10x+3=0$ what is the only rational root",polynomials
666,The only way to find the remainder of a polynomial is synthetic division,polynomials
667,"if $P\left(r\right)=0$, then $\left(x-3\right)$ is a factor of $P\left(x\right)$",polynomials
668, The only rational root of the equation $p\left(x\right)=3x^3+9x^2+4x+12$ is -3,polynomials
669,The polynomial $p\left(x\right)=2x^3+9x^2+19x+15$ has a rational root of $-\frac{3}{2}$,polynomials
670,One of the factor of $x^3-9x^2=0$ is $\left(x-9\right)$,polynomials
671,"The dimensions of a rectangular metal box are 3cm, 5cm, and 8cm. If the first two dimensions are increased by the same number of centimeters, while the third dimension remains the same, the new volume is $34cm^3$ more than the original volume. What is the new dimension of the enlarged rectangular metal box?",polynomials
672,Find the quotient and remainder (if any) of the polynomial using long division: $x^3-2x^2+5x-4\div x+1$ ,polynomials
673,Find the quotient and remainder (if any) of the polynomial using long division: $x^3+7x^2+5x-10 \div x+5$ ,polynomials
674,Find the quotient and remainder (if any) of the polynomial using long division: $4x^3+15x^2+2x-21 \div x+3$ ,polynomials
675,Find the quotient and remainder (if any) of the polynomial using long division: $4x^4+22x^3-2x-12x^2+18 \div x+6$ ,polynomials
676,Find the quotient and remainder (if any) of the polynomial using long division: $x^5-3x^4-2x^3+6x^2+5x-15 \div x-3$ ,polynomials
677,Use long division to find the quotient and remainder (if any) when the polynomial is divided by the polynomial: $(x^3-7x^2+2x+4) \div (x+3)$ ,polynomials
678,Use long division to find the quotient and remainder (if any) when the polynomial is divided by the polynomial: $(x^3-4x^2-5x+6) \div (x+3)$ ,polynomials
679,Use long division to find the quotient and remainder (if any) when the polynomial is divided by the polynomial: $(x^3-3x^2-25x+12) \div (x+4)$ ,polynomials
680,Use long division to find the quotient and remainder (if any) when the polynomial is divided by the polynomial: $(5x^3-6x^2-17x-9) \div (x-7)$ ,polynomials
681,Use long division to find the quotient and remainder (if any) when the polynomial is divided by the polynomial: $(x^4+4x^3-23x^2+10x-12) \div (x-3)$ ,polynomials
682,Use long division to find the quotient and remainder (if any) when the polynomial is divided by the polynomial: $(x^4-7x^3+2x^2-15x-4) \div (x+4)$ ,polynomials
683,Use long division to find the quotient and remainder (if any) when the polynomial is divided by the polynomial: $(3x^4+4x^3-7x+22) \div (x+8)$ ,polynomials
684,Use long division to find the quotient and remainder (if any) when the polynomial is divided by the polynomial: $(x^5+x^3+x+1) \div (x+1)$ ,polynomials
685,Use long division to find the quotient and remainder (if any) when the polynomial is divided by the polynomial: $(4x^3-4x^2-11x+6) \div (x+3)$ ,polynomials
686,Use long division to find the quotient and remainder (if any) when the polynomial is divided by the polynomial: $(x^3-15x^2+60x-46) \div (x-2)$ ,polynomials
687,"Using synthetic division, find the quotient and remainder (if any) when the polynomial is divided by the polynomial: $(5x^3+3x^2-2x+4) \div (x+1)$ ",polynomials
688,"Using synthetic division, find the quotient and remainder (if any) when the polynomial is divided by the polynomial: $(2x^2+12x+25) \div (x+4)$ ",polynomials
689,"Using synthetic division, find the quotient and remainder (if any) when the polynomial is divided by the polynomial: $(x^2+4x^2+3x+9) \div (x+2)$ ",polynomials
690,"Using synthetic division, find the quotient and remainder (if any) when the polynomial is divided by the polynomial: $(5x^3+10x^2+50) \div (x+3)$ ",polynomials
691,"Using synthetic division, find the quotient and remainder (if any) when the polynomial is divided by the polynomial: $(x^3-6x^2+4x+17) \div (x-4)$ ",polynomials
692,"Using synthetic division, find the quotient and remainder (if any) when the polynomial is divided by the polynomial: $(2x^3-3x^2+x+2) \div (x-3)$ ",polynomials
693,"Using synthetic division, find the quotient and remainder (if any) when the polynomial is divided by the polynomial: $(5x^3-2x^2-9x-16) \div (x-5)$ ",polynomials
694,"Using synthetic division, find the quotient and remainder (if any) when the polynomial is divided by the polynomial: $(x^4+5x^3-2x^2-3) \div (x-2)$ ",polynomials
695,"Using synthetic division, find the quotient and remainder (if any) when the polynomial is divided by the polynomial: $(2x^4-x^2-x-21) \div (x+4)$ ",polynomials
696,"Using synthetic division, find the quotient and remainder (if any) when the polynomial is divided by the polynomial: $(3x^3-4x+5) \div (x-6)$ ",polynomials
697,"Using synthetic division, find the quotient and remainder (if any): $(3x^4+4x^3+3x^2+5x-6) \div (x+1)$ ",polynomials
698,"Using synthetic division, find the quotient and remainder (if any): $(5x^4-6x^3+2x^2+2) \div (x-2)$ ",polynomials
699,"Using synthetic division, find the quotient and remainder (if any): $(-4x^3-10x^2+5x-7) \div (x-3)$ ",polynomials
700,"Using synthetic division, find the quotient and remainder (if any): $(x^5+2x^4-21x^3+5x^2-4x) \div (x-4)$ ",polynomials
701,"Using synthetic division, find the quotient and remainder (if any): $(x^6-8x^4-10x^2+10) \div (x-3)$ ",polynomials
702,"Using synthetic division, find the quotient and remainder (if any): $(4x^4-6x^3+2x^2+x+3) \div (2x+1)$ ",polynomials
703,"Using synthetic division, find the quotient and remainder (if any): $(18x^3-3x^2+12x+3) \div (3x-2)$ ",polynomials
704,"Using synthetic division, find the quotient and remainder (if any): $(x^4-x^3-7x^2+x+6) \div [(x-1)(x+1)]$ ",polynomials
705,"Using synthetic division, find the quotient and remainder (if any): $(2x^3+x^2-2x-1) \div (2x^2-x-1)$  hint: factor the divisor first",polynomials
706,"Using synthetic division, find the quotient and remainder (if any): $(x^3-kx^2+kx+2-k^2) \div (x-k)$ ",polynomials
707,Find the remainder when $f(x)=x^3+6x^2-7x-8$  is divided by $x-2$ ,polynomials
708,Find the remainder when $g(x)=2x^4+5x^3-2x-8$  is divided by $x+3$ ,polynomials
709,Find the remainder when $h(x)=4x ^ {25} -4x^{17} +5x^3-3$  is divided by $(x+1)$ ,polynomials
710,Find the remainder when $f(x)=4x^3-6x^2-4$  is divided by $(2x-4)$ ,polynomials
711,"Use the remainder theorem to find the remainder when the first expression (polynomial) is divided by the second expression (binomial): $x^2-5x+6$, $x-2$ ",polynomials
712,"Use the remainder theorem to find the remainder when the first expression (polynomial) is divided by the second expression (binomial): $5x^2+4x-1$ ,$x+1$ ",polynomials
713,"Use the remainder theorem to find the remainder when the first expression (polynomial) is divided by the second expression (binomial): $3x^2-5x-16$, $x-4$ ",polynomials
714,"Use the remainder theorem to find the remainder when the first expression (polynomial) is divided by the second expression (binomial): $x^3-5x^2+7x+7$ , $x+1$ ",polynomials
715,"Use the remainder theorem to find the remainder when the first expression (polynomial) is divided by the second expression (binomial): $2x^3-5x^3+7x+3$ , $x+3$ ",polynomials
716,"Use the remainder theorem to find the remainder when the first expression (polynomial) is divided by the second expression (binomial): $x^3+6x^2+11x+6$ , $x+3$ ",polynomials
717,"Use the remainder theorem to find the remainder when the first expression (polynomial) is divided by the second expression (binomial): $2x^3+12x^3+22x+12$ , $x+12$ ",polynomials
718,"Use the remainder theorem to find the remainder when the first expression (polynomial) is divided by the second expression (binomial): $3x^3+6x+9$ , $x+3$ ",polynomials
719,"Use the remainder theorem to find the remainder when the first expression (polynomial) is divided by the second expression (binomial): $x^3+12x^2+5x-26$ ,$ x+3$ ",polynomials
720,"Use the remainder theorem to find the remainder when the first expression (polynomial) is divided by the second expression (binomial): $4x^3+7x^2+3x+5$ , $x+5$ ",polynomials
721,"Use the remainder theorem to find the remainder when the first expression (polynomial) is divided by the second expression (binomial): $2y^3-3y^2-13y+5$ , $y-3$ ",polynomials
722,"Use the remainder theorem to find the remainder when the first expression (polynomial) is divided by the second expression (binomial): $4x^3+4x^2-7x+22$ , $x-6$ ",polynomials
723,"Use the remainder theorem to find the remainder when the first expression (polynomial) is divided by the second expression (binomial): $m^3-15m^2+60m-46$ , $m-7$ ",polynomials
724,"Use the remainder theorem to find the remainder when the first expression (polynomial) is divided by the second expression (binomial): $2h^3+5h^2-32h-80$ , $h+4$ ",polynomials
725,"Use the remainder theorem to find the remainder when the first expression (polynomial) is divided by the second expression (binomial): $6d^3+12d^2+d-20$ , $d+5$ ",polynomials
726,"Use the remainder theorem to find the remainder when the first expression (polynomial) is divided by the second expression (binomial): $5r^3-6r^2-17r-9$ , $r-7$ ",polynomials
727,"Use the remainder theorem to find the remainder when the first expression (polynomial) is divided by the second expression (binomial): $5x^3-4x^2+18x+25$ , $x-5$ ",polynomials
728,"Use the remainder theorem to find the remainder when the first expression (polynomial) is divided by the second expression (binomial): $3m^4-10m^3-10m^2-m+20$ , $m-2$ ",polynomials
729,"Use the remainder theorem to find the remainder when the first expression (polynomial) is divided by the second expression (binomial): $4d^3-14d^2-10d+8$ , $d-1$ ",polynomials
730,"Use the remainder theorem to find the remainder when the first expression (polynomial) is divided by the second expression (binomial): $8x^3-8x^2-22x+12$ , $x-1$ ",polynomials
731,"Determine if the binomial is a factor of the given polynomial: $x^2-5x+6$ , $x-3$ ",polynomials
732,"Determine if the binomial is a factor of the given polynomial: $x^3+3x^2+5x+3$ , $x+1$ ",polynomials
733,"Determine if the binomial is a factor of the given polynomial: $x^3+3x^2-4x+2$ , $x-1$ ",polynomials
734,"Determine if the binomial is a factor of the given polynomial: $x^{100}-1$ , $x+1$ ",polynomials
735,"Determine if the binomial is a factor of the given polynomial: $x^3-4x^2+2x+1$ , $x-3$ ",polynomials
736,"Determine if the binomial is a factor of the given polynomial: $x^2-5x+6$ , $x-2$ ",polynomials
737,"Determine if the binomial is a factor of the given polynomial: $5x^2+4x-1$ , $x+1$ ",polynomials
738,"Determine if the binomial is a factor of the given polynomial: $3x^2-5x-16$ , $x-4$ ",polynomials
739,"Determine if the binomial is a factor of the given polynomial: $x^3-5x^2+7x+7$ , $x+1$ ",polynomials
740,"Determine if the binomial is a factor of the given polynomial: $2x^3-5x^3+7x+3$ , $x+3$ ",polynomials
741,"Determine if the binomial is a factor of the given polynomial: $x^3+6x^2+11x+6$ , $x+3$ ",polynomials
742,"Determine if the binomial is a factor of the given polynomial: $2x^3+12x^3+22x+12$ , $x+12$ ",polynomials
743,"Determine if the binomial is a factor of the given polynomial: $3x^3+6x+9$ , $x+3$ ",polynomials
744,"Determine if the binomial is a factor of the given polynomial: $x^3+12x^2+5x-26$ , $x+3$ ",polynomials
745,"Determine if the binomial is a factor of the given polynomial: $4x^3+7x^2+3x+5$ , $x+5$ ",polynomials
746,"Determine if the binomial is a factor of the given polynomial: $2y^3-3y^2-13y+5$ , $y-3$ ",polynomials
747,"Determine if the binomial is a factor of the given polynomial: $4x^3+4x^2-7x+22$ , $x-6$ ",polynomials
748,"Determine if the binomial is a factor of the given polynomial: $m^3-15m^2+60m-46$ , $m-7$ ",polynomials
749,"Determine if the binomial is a factor of the given polynomial: $2h^3+5h^2-32h-80$ , $h+4$ ",polynomials
750,"Determine if the binomial is a factor of the given polynomial: $6d^3+12d^2+d-20$ , $d+5$ ",polynomials
751,"Determine if the binomial is a factor of the given polynomial: $5r^3-6r^2-17r-9$ , $r-7$ ",polynomials
752,"Determine if the binomial is a factor of the given polynomial: $5x^3-4x^2+18x+25$ , $x-5$ ",polynomials
753,"Determine if the binomial is a factor of the given polynomial: $3m^4-10m^3-10m^2-m+20$ , $m-2$ ",polynomials
754,"Determine if the binomial is a factor of the given polynomial: $4d^3-14d^2-10d+8$ , $d-1$ ",polynomials
755,"Determine if the binomial is a factor of the given polynomial: $8x^3-8x^2-22x+12$ , $x-1$ ",polynomials
756,Divide $x^3+6x^2-7x-8$  by $x-2$ ,polynomials
757,Divide $2x^4+5x^3-2x-8$  by $x+3$ ,polynomials
758,Divide $6x^2-4x+3$  by $2x-4$ ,polynomials
759,Divide $9x^3+6x^2-3x-2$  by $3x+2$ ,polynomials
760,Divide $4x^3-6x^2-4$  by $2x-4$ ,polynomials
761,Which of the following represents a polynomial equation? ,polynomial_equation
762,How many terms does the   $x^3-3+2x^2=0 $  have,polynomial_equation
763,"which of the following does not belong to the group? cubic equation, quadratic equation, linear equation, quadratic inequality",polynomial_equation
764,How would you rewrite   $(x+2)(x+1)=0 $  in standard form?,polynomial_equation
765,Which of the following are the roots of a polynomial equation   $x(x+3)(x+4) $ ?,polynomial_equation
766,Which of the following polynomials can be easily solve by applying the zero product property?,polynomial_equation
767,What are the roots of polynomial equation   $(x+1)(x+2)=0 $ ?,polynomial_equation
768,"Which of the following has three terms?   $x+1=0 $ ,   $(x+1)(x+2)=0 $ ,   $x^2(x+1)=0 $ ,   $x^2(x^2+2)=0 $ ",polynomial_equation
769,"Given the polynomial   $(x+5)(x-4)=0 $ , how may negative real roots does it have?",polynomial_equation
770,Which of the following equations is the same as   $(x+1)(x+1)=0 $ ?,polynomial_equation
771,What type of equation is   $x^2+5x+3=0 $ ?,polynomial_equation
772,Which theorem states that any polynomial of degree n has roots?,polynomial_equation
773,Which of the following has a multiplicity of 3 roots? ,polynomial_equation
774,Which of the following mathematicians introduced the rule on how to count the number of positive and negative real roots every polynomial has.,polynomial_equation
775,Which of the following represents a polynomial equation?,polynomial_equation
776,Which of the following is NOT a polynomial?,polynomial_equation
777,"From the equation   $x^3-4x^2+5x+3=0 $ , what is the highest exponent of the polynomial?",polynomial_equation
778,How many terms does   $3x^4-4+2x^2-2x=0 $  have? ,polynomial_equation
779,Which of the following polynomial equation is in standard form?,polynomial_equation
780,Which of the following is the leading coefficient of   $3x(x^2-36)=0 $ ?,polynomial_equation
781,Which of the following is NOT an example of a polynomial?,polynomial_equation
782,Which of the following mathematician discovered the relationship between the number of roots which are the same with the number of the degree of polynomial equation?,polynomial_equation
783,What do you call thiss equation   $x^2+5x+3=0 $ ?,polynomial_equation
784,What is the constant term of polynomial   $4x^3+4x^2-5x+4=0 $ ? ,polynomial_equation
785,"In a polynomial equation   $4x^3+3x^2-2x+3=0 $ , what is the leading term?",polynomial_equation
786,Which is NOT TRUE about a polynomial?,polynomial_equation
787,Which of the following describes an expression   $x^3+x^2+\frac{3}{4}x+25=0 $ ?,polynomial_equation
788,Determine whether the expression is a polynomial or NOT :   $x^2 +2x+1=0 $ ,polynomial_equation
789,Determine whether the expression is a polynomial or NOT :    $5x^3+\frac{5}{x}=0 $ ,polynomial_equation
790,Determine whether the expression is a polynomial or NOT :   $5x^{-2}+5=0 $ ,polynomial_equation
791,Determine whether the expression is a polynomial or NOT :   $10^x+2x+1=0 $ ,polynomial_equation
792,Determine whether the expression is a polynomial or NOT :   $-x^2+10=0 $ ,polynomial_equation
793,Determine whether the expression is a polynomial or NOT :   $\frac{1}{2}x^2-1=0  $ ,polynomial_equation
794,Determine whether the expression is a polynomial or NOT :   $\frac{3}{4}x^4y^3-21x=0 $ ,polynomial_equation
795,Determine whether the expression is a polynomial or NOT :  $9+\sqrt{x}-3=0 $ ,polynomial_equation
796,Determine whether the expression is a polynomial or NOT :   $\sqrt{y}+2=0 $ ,polynomial_equation
797,Determine whether the expression is a polynomial or NOT :   $\frac{1}{4}x^3+2x=0 $ ,polynomial_equation
798,Determine whether the expression is a polynomial or NOT :   $2x^2+3x+1=0 $ ,polynomial_equation
799,Determine whether the expression is a polynomial or NOT :   $x^2+\sqrt{x} -8=0 $ ,polynomial_equation
800,Determine whether the expression is a polynomial or NOT :   $\frac{1}{4}x^3=0 $ ,polynomial_equation
801,Determine whether the expression is a polynomial or NOT :   $\frac{1}{x}-3=0 $ ,polynomial_equation
802,Determine whether the expression is a polynomial or NOT :   $x^{20} -1=0 $ ,polynomial_equation
803,Mr. Opalla one of the farmers in the Impasugong would like to enclose his rectangular garden whose length is 4 more than twice its width. The area of the garden is   $240m^2 $  What would be the length of the garden?,polynomial_equation
804, Mr. Opalla one of the farmers in the Impasugong would like to enclose his rectangular garden whose length is 4 more than twice its width. The area of the garden is   $240m^2 $ . What mathematical sentence would representthe width of the garden?,polynomial_equation
805,Mr. Opalla one of the farmers in the Impasugong would like to enclose his rectangular garden whose length is 4 more than twice its width. The area of the garden is   $240m^2 $ . What equation will you use in finding the dimensions of the garden?,polynomial_equation
806, Mr. Opalla one of the farmers in the Impasugong would like to enclose his rectangular garden whose length is 4 more than twice its width. The area of the garden is   $240m^2 $ . Which of the following startegies is appropriate in finding the dimesnions of the garden?,polynomial_equation
807,What is the standard form of the polynomial equation   $\frac{1}{2}x^2-x+2=0 $ ,polynomial_equation
808,What is the standard form of the polynomial equation   $3x^2+5x^3+3x^4-x+1=0 $ ,polynomial_equation
809,What is the standard form of the polynomial equation   $2x^2+x^4+4x+1=0 $ ,polynomial_equation
810,What is the standard form of the polynomial equation   $-x^2+5x-10=0 $ ,polynomial_equation
811,What is the standard form of the polynomial equation   $6x-2x^2+3x^4+2=0 $ ,polynomial_equation
812,A ___ is a monomial or a sum of monomials.,polynomial_equation
813,The monomials that make up the polynomials are called the _____. ,polynomial_equation
814,"The _____ is the sum of the exponnts of its leading/first ter, variables.",polynomial_equation
815,The degree of the polynomial is the same with the ____ according to Karl Friedrich Gauss (1777-1895),polynomial_equation
816,An equation which has only one variable term is ____. ,polynomial_equation
817,Is the equation a polynomial   $\sqrt{x}+3=0 $ ,polynomial_equation
818,Is the equation a polynomial   $x^4 - 3x^3=0 $ ,polynomial_equation
819,Find the zeros of the following function: $f(x)=x^2-7x+12 $ ,polynomial_equation
820,Find the zeros of the following function:$f(x)=2x^2+5x-4 $ ,polynomial_equation
821,Find the zeros of the following function: $f(x)=x^3-3x^2+2x-6 $ ,polynomial_equation
822,Find the zeros of the following polynomial function: $f(x)=2x^3+11x^2+17x+6 $ ,polynomial_equation
823,Find the zeros of the following function: $f(x)=x^3-2x^2-4x+8 $ ,polynomial_equation
824,Find the zeros of the following function: $f(x)=x^3-5x^2+4x+6 $ ,polynomial_equation
825,"Find the zero of the function. Indicate the multiplicity, if any, of the zeros: $f(x)=(x-1)(x^2-4) $ ",polynomial_equation
826,"Find the zero of the function. Indicate the multiplicity, if any, of the zeros: $f(x)=(x-3)^3(x^2-9) $ ",polynomial_equation
827,"Find the zero of the function. Indicate the multiplicity, if any, of the zeros: $f(x)=x^2(x^2-3x-10) $ ",polynomial_equation
828,"Find the zero of the function. Indicate the multiplicity, if any, of the zeros: $f(x)=(x+2)^2(x-2)^3(2x^2-5x-12) $ ",polynomial_equation
829,"Find the zero of the function. Indicate the multiplicity, if any, of the zeros: $f(x)=(x^2-25)(x^2+8x+15) $ ",polynomial_equation
830,"Find the zero of the function. Indicate the multiplicity, if any, of the zeros: $f(x)=(x^2-9)(x^2-4)(6x^2-4x-10) $ ",polynomial_equation
831,"Find the zero of the function. Indicate the multiplicity, if any, of the zeros: $f(x)=(x^2-81)^5 $ ",polynomial_equation
832,"Find the zero of the function. Indicate the multiplicity, if any, of the zeros: $f(x)=(4x^2-1)^2(x^2-16) $ ",polynomial_equation
833,"Find the zero of the function. Indicate the multiplicity, if any, of the zeros: $f(x)=x^4(9x^2-25)(12x^2-28x+15) $ ",polynomial_equation
834,"Find the zero of the function. Indicate the multiplicity, if any, of the zeros: $f(x)=(x-1)^3(x^2-36)(x^2-64) $ ",polynomial_equation
835,Find all rational zeros of the following polynomial function: $f(x)=x^3-x^2-8x+12 $ ,polynomial_equation
836,Find all rational zeros of the following polynomial function: $f(x)=x^3+4x^2-4x-16 $ ,polynomial_equation
837,Find all rational zeros of the following polynomial function: $f(x)=x^3-5x^2-2x+24 $ ,polynomial_equation
838,Find all rational zeros of the following polynomial function: $f(x)=x^3+x^2-4x-4 $ ,polynomial_equation
839,Find all rational zeros of the following polynomial function: $f(x)=x^4-4x^3-7x^2+34x+24 $ ,polynomial_equation
840,Determine the zeros of the polynomial function: $f(x)=x^3-5x^2+4x+20 $ ,polynomial_equation
841,Determine the zeros of the polynomial function: $f(x)=x^3-4x^2-3x+2 $ ,polynomial_equation
842,Determine the zeros of the polynomial function: $f(x)=x^3+x^2-101x+99 $ ,polynomial_equation
843,Determine the zeros of the polynomial function: $f(x)=x^4+2x^2-99 $ ,polynomial_equation
844,Determine the zeros of the polynomial function: $f(x)=x^3-11x^2-36x+96 $ ,polynomial_equation
